id,text,STOPWORD,Cleaned,sentiment,VaderScore
8.46E+17,excavation work at the project started last year in the month of february at present work has been completed pictwittercomkbfoundxgc,excavation work project started last year month february present work completed pictwittercomkbfoundxgc,excavation work project started last year month february present work completed pictwittercomkbfoundxgc,neutral,neutral
8.46E+17,to monitor the performance of under construction baloki rlng power plant mw visited the project site today pictwittercomsvbxcgs,monitor performance construction baloki rlng power plant mw visited project site today pictwittercomsvbxcgs,monitor performance construction baloki rlng power plant mw visited project site today pictwittercomsvbxcgs,neutral,neutral
8.46E+17, ,,,neutral,neutral
8.46E+17,pti kay phatichar raloo kattay kaptan iss tabdeli or kpk ki awaam kay paisay ka heesab dou pictwittercombnqxpdzjsg,pti kay phatichar raloo kattay kaptan iss tabdeli kpk ki awaam kay paisay ka heesab dou pictwittercombnqxpdzjsg,pti kay phatichar raloo kattay kaptan iss tabdeli kpk ki awaam kay paisay ka heesab dou pictwittercombnqxpdzjsg,neutral,neutral
8.46E+17, ,,,neutral,neutral
8.46E+17, ,,,neutral,neutral
8.46E+17, ,,,neutral,neutral
8.46E+17, ,,,neutral,neutral
8.46E+17, ,,,neutral,neutral
8.46E+17, ,,,neutral,neutral
8.46E+17,ralokattay pictwittercombhxvn,ralokattay pictwittercombhxvn,ralokattay pictwittercombhxvn,neutral,neutral
8.46E+17,sharamnak tabdeeli ,sharamnak tabdeeli,sharamnak tabdeeli,neutral,neutral
8.45E+17, ,,,neutral,neutral
8.45E+17, ,,,neutral,neutral
8.45E+17,mehkama okaaf ki haweli mae rehnay wallay make sure you use the ashtray ,mehkama okaaf ki haweli mae rehnay wallay make sure use ashtray,mehkama okaaf ki haweli mae rehnay wallay make sure use ashtray,positive,positive
8.45E+17,may allah swt bless you ,may allah swt bless,may allah swt bless,neutral,positive
8.45E+17,my love is pakistan pictwittercomzgraeeto,love pakistan pictwittercomzgraeeto,love pakistan pictwittercomzgraeeto,positive,positive
8.45E+17, ,,,neutral,neutral
8.44E+17, ,,,neutral,neutral
8.44E+17,this is the real constructive change which would benefit society and would open economic horizons,real constructive change would benefit society would open economic horizons,real constructive change would benefit society would open economic horizons,positive,positive
8.44E+17,let me check will get back to you ,let check get back,let check get back,neutral,neutral
8.44E+17,where will provide you feederwise detail ,provide feederwise detail,provide feederwise detail,neutral,neutral
8.44E+17,inshallah ,inshallah,inshallah,neutral,neutral
8.44E+17,despite of sevrl hurdles creatd by politicl oponentseconmic chalengs inheritd by prvious regimev managd incrase in previous genratn,despite sevrl hurdles creatd politicl oponentseconmic chalengs inheritd prvious regimev managd incrase previous genratn,despite sevrl hurdles creatd politicl oponentseconmic chalengs inheritd prvious regimev managd incrase previous genratn,negative,neutral
8.44E+17,in load shedding was hrs now it is hours ,load shedding hrs hours,load shedding hrs hours,neutral,neutral
8.44E+17,since the creation of pakistan total mw could be added in the national grid till the formation of present government in ,since creation pakistan total mw could added national grid till formation present government,since creation pakistan total mw could added national grid till formation present government,neutral,positive
8.44E+17,by the grace of allah almighty we going to achieve historic addition of approximately mw in the national grid by the march ,grace allah almighty going achieve historic addition approximately mw national grid march,grace allah almighty going achieve historic addition approximately mw national grid march,negative,positive
8.44E+17, ,,,neutral,neutral
8.44E+17,jeet huq or such ki ,jeet huq ki,jeet huq ki,neutral,neutral
8.44E+17,nabeel gabol brought two good news for ppp aunty ayan ali left the country and uncle sharjeel landed with interim bail god bless pakistan,nabeel gabol brought two good news ppp aunty ayan ali left country uncle sharjeel landed interim bail god bless pakistan,nabeel gabol brought two good news ppp aunty ayan ali left country uncle sharjeel landed interim bail god bless pakistan,positive,positive
8.44E+17,nandipur gas conversion is in progress sngpl is laying km long pipeline and expected completion is april ,nandipur gas conversion progress sngpl laying km long pipeline expected completion april,nandipur gas conversion progress sngpl laying km long pipeline expected completion april,negative,positive
8.44E+17,reduction in load shedding in with respect to load shedding in urban rural mix industry independent industry ,reduction load shedding respect load shedding urban rural mix industry independent industry,reduction load shedding respect load shedding urban rural mix industry independent industry,neutral,positive
8.44E+17,the volume of electricity added to the national grid since is mw up to march ,volume electricity added national grid since mw march,volume electricity added national grid since mw march,neutral,neutral
8.44E+17, ,,,neutral,neutral
8.43E+17, ,,,neutral,neutral
8.43E+17, pictwittercombysqpvcnks,pictwittercombysqpvcnks,pictwittercombysqpvcnks,neutral,neutral
8.43E+17, ,,,neutral,neutral
8.42E+17, ,,,neutral,neutral
8.42E+17, ,,,neutral,neutral
8.42E+17, ,,,neutral,neutral
8.41E+17, ,,,neutral,neutral
8.41E+17, ,,,neutral,neutral
8.40E+17, ,,,neutral,neutral
8.40E+17, ,,,neutral,neutral
8.40E+17, ,,,neutral,neutral
8.39E+17, ,,,neutral,neutral
8.39E+17, ,,,neutral,neutral
8.39E+17, ,,,neutral,neutral
8.38E+17,dil dil pakistan jan jan pakistan pslfinallahore pictwittercomryygdrnkn,dil dil pakistan jan jan pakistan pslfinallahore pictwittercomryygdrnkn,dil dil pakistan jan jan pakistan pslfinallahore pictwittercomryygdrnkn,neutral,neutral
8.38E+17,congratulations peshawar zalmicongratulations pakistan congargulations punjab govt pslfinallahore pictwittercomgvjeyldy,congratulations peshawar zalmicongratulations pakistan congargulations punjab govt pslfinallahore pictwittercomgvjeyldy,congratulations peshawar zalmicongratulations pakistan congargulations punjab govt pslfinallahore pictwittercomgvjeyldy,neutral,positive
8.38E+17,pakistan pakistan jeeway pakistan pslfinallahore pictwittercomaddntzcjbv,pakistan pakistan jeeway pakistan pslfinallahore pictwittercomaddntzcjbv,pakistan pakistan jeeway pakistan pslfinallahore pictwittercomaddntzcjbv,neutral,neutral
8.38E+17,appreciate efforts of pcb to bring back international cricket to this great country we will always support it pslfinal pictwittercomutwqhxfw,appreciate efforts pcb bring back international cricket great country always support pslfinal pictwittercomutwqhxfw,appreciate efforts pcb bring back international cricket great country always support pslfinal pictwittercomutwqhxfw,positive,positive
8.38E+17, ,,,neutral,neutral
8.38E+17, ,,,neutral,neutral
8.38E+17, ,,,neutral,neutral
8.37E+17, ,,,neutral,neutral
8.37E+17, ,,,neutral,neutral
8.37E+17,it was much needed demand of the residents which continuously has been overlooked by previous governments pictwittercomgokocwakfo,much needed demand residents continuously overlooked previous governments pictwittercomgokocwakfo,much needed demand residents continuously overlooked previous governments pictwittercomgokocwakfo,positive,negative
8.37E+17,it would also stabilise power supply in chishtian and adjoining grid stations pictwittercomonhuzjom,would also stabilise power supply chishtian adjoining grid stations pictwittercomonhuzjom,would also stabilise power supply chishtian adjoining grid stations pictwittercomonhuzjom,neutral,neutral
8.37E+17,today inauguratd kv grid station chishtianit wuld cater load growthvoltage issues in bahawalngrchishtian haroonabadhasilpur area pictwittercomektvrcnpl,today inauguratd kv grid station chishtianit wuld cater load growthvoltage issues bahawalngrchishtian haroonabadhasilpur area pictwittercomektvrcnpl,today inauguratd kv grid station chishtianit wuld cater load growthvoltage issues bahawalngrchishtian haroonabadhasilpur area pictwittercomektvrcnpl,neutral,neutral
8.36E+17, ,,,neutral,neutral
8.36E+17,the complete generation would start by the end of this year pictwittercomzdfzocba,complete generation would start end year pictwittercomzdfzocba,complete generation would start end year pictwittercomzdfzocba,positive,neutral
8.36E+17,the first phase of the project would start generating approximately mw by june pictwittercomxzkokrpc,first phase project would start generating approximately mw june pictwittercomxzkokrpc,first phase project would start generating approximately mw june pictwittercomxzkokrpc,negative,neutral
8.36E+17,the pace of work has been accelerated to complete it before the completion time the work on gas pipeline is also going on parallel pictwittercomgnhloeswz,pace work accelerated complete completion time work gas pipeline also going parallel pictwittercomgnhloeswz,pace work accelerated complete completion time work gas pipeline also going parallel pictwittercomgnhloeswz,positive,neutral
8.36E+17,to monitor the performance of under construction haveli bahadur shah rlng mw power plant visited the project site today pictwittercomlhehrloee,monitor performance construction haveli bahadur shah rlng mw power plant visited project site today pictwittercomlhehrloee,monitor performance construction haveli bahadur shah rlng mw power plant visited project site today pictwittercomlhehrloee,neutral,neutral
8.36E+17, ,,,neutral,neutral
8.36E+17,naya pakistan ki aik aur shandaar peshkash jehangir tareen ke jet ke illava ab aur niji pervaazen bhi chalne lagin pictwittercomrxbijrr,naya pakistan ki aik aur shandaar peshkash jehangir tareen ke jet ke illava ab aur niji pervaazen bhi chalne lagin pictwittercomrxbijrr,naya pakistan ki aik aur shandaar peshkash jehangir tareen ke jet ke illava ab aur niji pervaazen bhi chalne lagin pictwittercomrxbijrr,neutral,neutral
8.36E+17, ,,,neutral,neutral
8.35E+17, ,,,neutral,neutral
8.35E+17, cant live with or without you pictwittercomceyprbmf,cant live without pictwittercomceyprbmf,cant live without pictwittercomceyprbmf,positive,neutral
8.35E+17,siasat ki meera emoji grinning face pictwittercomqaakxukcdv,siasat ki meera emoji grinning face pictwittercomqaakxukcdv,siasat ki meera emoji grinning face pictwittercomqaakxukcdv,neutral,positive
8.35E+17,kyun kay saas bi kabi bahou thi emoji grinning face pictwittercomvefwdfngx,kyun kay saas bi kabi bahou thi emoji grinning face pictwittercomvefwdfngx,kyun kay saas bi kabi bahou thi emoji grinning face pictwittercomvefwdfngx,neutral,positive
8.35E+17,jithay di khoti othay aan khaloti pictwittercomdpsddr,jithay di khoti othay aan khaloti pictwittercomdpsddr,jithay di khoti othay aan khaloti pictwittercomdpsddr,neutral,neutral
8.34E+17, ,,,neutral,neutral
8.34E+17, ,,,neutral,neutral
8.34E+17, ,,,neutral,neutral
8.33E+17,ameen ,ameen,ameen,neutral,neutral
8.33E+17,always harvey spectre ,always harvey spectre,always harvey spectre,neutral,neutral
8.33E+17, ,,,neutral,neutral
8.33E+17, ,,,neutral,neutral
8.32E+17, ,,,neutral,neutral
8.32E+17, ,,,neutral,neutral
8.32E+17, ,,,neutral,neutral
8.31E+17, ,,,neutral,neutral
8.31E+17,ok bro ,ok bro,ok bro,positive,positive
8.31E+17,mujhe quam ki mohabbat sara saal milti he sirf february ko nahin emoji grinning face ,mujhe quam ki mohabbat sara saal milti sirf february ko nahin emoji grinning face,mujhe quam ki mohabbat sara saal milti sirf february ko nahin emoji grinning face,neutral,positive
8.31E+17, ,,,neutral,neutral
8.31E+17, ,,,neutral,neutral
8.30E+17, ,,,neutral,neutral
8.30E+17, ,,,neutral,neutral
8.30E+17, ,,,neutral,neutral
8.30E+17, ,,,neutral,neutral
8.29E+17, ,,,neutral,neutral
8.29E+17, ,,,neutral,neutral
8.28E+17, ,,,neutral,neutral
8.28E+17,stay blessed ,stay blessed,stay blessed,neutral,positive
8.28E+17,ik is lesson learn from it pakistan ,ik lesson learn pakistan,ik lesson learn pakistan,neutral,neutral
8.28E+17, ,,,neutral,neutral
8.28E+17, ,,,neutral,neutral
8.27E+17, ,,,neutral,neutral
8.27E+17, ,,,neutral,neutral
8.26E+17, ,,,neutral,neutral
8.26E+17,shah mahamood to every rule there is an exceptionand an idiot ready to demonstrate it dont be the one pictwittercomjgtbunarvn,shah mahamood every rule exceptionand idiot ready demonstrate dont one pictwittercomjgtbunarvn,shah mahamood every rule exceptionand idiot ready demonstrate dont one pictwittercomjgtbunarvn,negative,negative
8.26E+17,shah mahamood had great success being total idiot pictwittercomjziygvdap,shah mahamood great success total idiot pictwittercomjziygvdap,shah mahamood great success total idiot pictwittercomjziygvdap,positive,positive
8.26E+17,shah mahamood it isnt against the law to be an idiot pictwittercomaykshdzbp,shah mahamood isnt law idiot pictwittercomaykshdzbp,shah mahamood isnt law idiot pictwittercomaykshdzbp,negative,negative
8.26E+17,shah mahamood am not fighter jet that you need radar to find me am abid sher ali public worker pictwittercomgiwphplgxs,shah mahamood fighter jet need radar find abid sher ali public worker pictwittercomgiwphplgxs,shah mahamood fighter jet need radar find abid sher ali public worker pictwittercomgiwphplgxs,neutral,negative
8.26E+17,what happened to your bat pictwittercompbnxnbhd,happened bat pictwittercompbnxnbhd,happened bat pictwittercompbnxnbhd,neutral,neutral
8.26E+17,shah mahamood think before open your mouth you know your problem you keep expecting people not to be themselves pti have radar pictwittercomnvhmb,shah mahamood think open mouth know problem keep expecting people pti radar pictwittercomnvhmb,shah mahamood think open mouth know problem keep expecting people pti radar pictwittercomnvhmb,neutral,negative
8.26E+17,shah mahamood have radar built inside me to avoid your punches pictwittercomascvgyrul,shah mahamood radar built inside avoid punches pictwittercomascvgyrul,shah mahamood radar built inside avoid punches pictwittercomascvgyrul,neutral,negative
8.26E+17, ,,,neutral,neutral
8.25E+17, ,,,neutral,neutral
8.25E+17,will show them in real ,show real,show real,positive,neutral
8.25E+17, ,,,neutral,neutral
8.25E+17, ,,,neutral,neutral
8.25E+17,you and imran would be on my radar in na session get ready to face pmln lions ,imran would radar na session get ready face pmln lions,imran would radar na session get ready face pmln lions,positive,positive
8.24E+17, ,,,neutral,neutral
8.23E+17, ,,,neutral,neutral
8.23E+17, ,,,neutral,neutral
8.23E+17, ,,,neutral,neutral
8.23E+17, ,,,neutral,neutral
8.23E+17,like the sound of an electrical transformer ,like sound electrical transformer,like sound electrical transformer,positive,positive
8.22E+17, ,,,neutral,neutral
8.22E+17, ,,,neutral,neutral
8.22E+17, ,,,neutral,neutral
8.21E+17, ,,,neutral,neutral
8.21E+17,the holy quran teaches the whole code life wisdom and knowledge ,holy quran teaches whole code life wisdom knowledge,holy quran teaches whole code life wisdom knowledge,positive,positive
8.21E+17, ,,,neutral,neutral
8.21E+17, ,,,neutral,neutral
8.21E+17, ,,,neutral,neutral
8.20E+17, ,,,neutral,neutral
8.20E+17, ,,,neutral,neutral
8.20E+17, ,,,neutral,neutral
8.19E+17, ,,,neutral,neutral
8.19E+17, ,,,neutral,neutral
8.19E+17,yae moun or masoor ki daal almas bobby ayna dekho or apnay app per lanat baijo ,yae moun masoor ki daal almas bobby ayna dekho apnay app per lanat baijo,yae moun masoor ki daal almas bobby ayna dekho apnay app per lanat baijo,neutral,neutral
8.19E+17, ,,,neutral,neutral
8.18E+17, ,,,neutral,neutral
8.18E+17, ,,,neutral,neutral
8.17E+17, ,,,neutral,neutral
8.17E+17,the indigenous resources such as thar coal and construction of diamer bhasha dam have been given top priority by present government,indigenous resources thar coal construction diamer bhasha dam given top priority present government,indigenous resources thar coal construction diamer bhasha dam given top priority present government,positive,positive
8.17E+17,present govt took initiatives of mobile meter readingonline financial and operationl monitoring which improved recoveries from to ,present govt took initiatives mobile meter readingonline financial operationl monitoring improved recoveries,present govt took initiatives mobile meter readingonline financial operationl monitoring improved recoveries,neutral,positive
8.17E+17,adopting mechanism of close monitoring of affairs of distribution companies the annual loss of rsbn has been brought down to billions,adopting mechanism close monitoring affairs distribution companies annual loss rsbn brought billions,adopting mechanism close monitoring affairs distribution companies annual loss rsbn brought billions,neutral,negative
8.17E+17,at presnt installation of generators ve been completedturbines wld availble by marchst be operationl by julynd in august respectively,presnt installation generators completedturbines wld availble marchst operationl julynd august respectively,presnt installation generators completedturbines wld availble marchst operationl julynd august respectively,neutral,positive
8.17E+17,federal and punjab govt jointly set up mw gas power plants from their own resourcessaved rs bn with affective transparent bidding,federal punjab govt jointly set mw gas power plants resourcessaved rs bn affective transparent bidding,federal punjab govt jointly set mw gas power plants resourcessaved rs bn affective transparent bidding,neutral,neutral
8.17E+17,rlng power plants at balloki haveli bahadur shah and bhikki would be completed within record time of months,rlng power plants balloki haveli bahadur shah bhikki would completed within record time months,rlng power plants balloki haveli bahadur shah bhikki would completed within record time months,neutral,neutral
8.17E+17, ,,,neutral,neutral
8.16E+17, ,,,neutral,neutral
8.16E+17, ,,,neutral,neutral
8.16E+17, pictwittercomlsrzcnzbx,pictwittercomlsrzcnzbx,pictwittercomlsrzcnzbx,neutral,neutral
8.16E+17, ,,,neutral,neutral
8.16E+17, ,,,neutral,neutral
8.16E+17, pictwittercomfsink,pictwittercomfsink,pictwittercomfsink,neutral,neutral
8.15E+17, ,,,neutral,neutral
8.15E+17,wishing you very blessed joyus and peaceful ,wishing blessed joyus peaceful,wishing blessed joyus peaceful,positive,positive
8.15E+17, ,,,neutral,neutral
8.15E+17, ,,,neutral,neutral
8.15E+17, ,,,neutral,neutral
8.14E+17, ,,,neutral,neutral
8.14E+17, ,,,neutral,neutral
8.14E+17,today pm will inaugurate chushma power plant mw in mianwali roshanpakistan,today pm inaugurate chushma power plant mw mianwali roshanpakistan,today pm inaugurate chushma power plant mw mianwali roshanpakistan,neutral,neutral
8.14E+17, ,,,neutral,neutral
8.14E+17, ,,,neutral,neutral
8.14E+17, ,,,neutral,neutral
8.14E+17, ,,,neutral,neutral
8.14E+17, ,,,neutral,neutral
8.14E+17, ,,,neutral,neutral
8.13E+17, ,,,neutral,neutral
8.13E+17, ,,,neutral,neutral
8.13E+17, ,,,neutral,neutral
8.13E+17, ,,,neutral,neutral
8.13E+17, ,,,neutral,neutral
8.12E+17, ,,,neutral,neutral
8.12E+17, ,,,neutral,neutral
8.11E+17, ,,,neutral,neutral
8.11E+17, ,,,neutral,neutral
8.11E+17, ,,,neutral,neutral
8.10E+17, ,,,neutral,neutral
8.10E+17, ,,,neutral,neutral
8.10E+17,witnessed as chief guest the th anniversary of the independence day of the republic of kazakhstan in islamabad pictwittercomukzgkkqqd,witnessed chief guest th anniversary independence day republic kazakhstan islamabad pictwittercomukzgkkqqd,witnessed chief guest th anniversary independence day republic kazakhstan islamabad pictwittercomukzgkkqqd,neutral,neutral
8.10E+17, ,,,neutral,neutral
8.09E+17, ,,,neutral,neutral
8.09E+17, ,,,neutral,neutral
8.09E+17,imran is coming to that parliament which has been under attack by him for the last yours koi sharam hoti hay koi haya hoti hay,imran coming parliament attack last koi sharam hoti hay koi haya hoti hay,imran coming parliament attack last koi sharam hoti hay koi haya hoti hay,neutral,negative
8.09E+17,today ik admitted before media that he submitted the petition in sc without concrete evidence,today ik admitted media submitted petition sc without concrete evidence,today ik admitted media submitted petition sc without concrete evidence,positive,positive
8.09E+17,pti decided to go to parliament for collection of the arrears of their dues in fact this is the most important national issue for them,pti decided go parliament collection arrears dues fact important national issue,pti decided go parliament collection arrears dues fact important national issue,positive,positive
8.09E+17, ,,,neutral,neutral
8.08E+17, ,,,neutral,neutral
8.08E+17, ,,,neutral,neutral
8.08E+17,wo imran khan ya sh rasheed tou nahi tha emoji grinning face ,wo imran khan ya sh rasheed tou nahi tha emoji grinning face,wo imran khan ya sh rasheed tou nahi tha emoji grinning face,neutral,positive
8.08E+17, ,,,neutral,neutral
8.08E+17, ,,,neutral,neutral
8.08E+17, ,,,neutral,neutral
8.07E+17, ,,,neutral,neutral
8.07E+17, ,,,neutral,neutral
8.07E+17,congrats ,congrats,congrats,neutral,positive
8.07E+17, ,,,neutral,neutral
8.07E+17, ,,,neutral,neutral
8.07E+17, ,,,neutral,neutral
8.07E+17, ,,,neutral,neutral
8.07E+17, ,,,neutral,neutral
8.07E+17, ,,,neutral,neutral
8.06E+17, ,,,neutral,neutral
8.06E+17, ,,,neutral,neutral
8.06E+17, ,,,neutral,neutral
8.06E+17,some people cannot desist from making light of such an issue of national importance we will continue to work hard as we have for past yrs ,people cannot desist making light issue national importance continue work hard past yrs,people cannot desist making light issue national importance continue work hard past yrs,negative,positive
8.06E+17, pictwittercomvgemwcync,pictwittercomvgemwcync,pictwittercomvgemwcync,neutral,neutral
8.06E+17, ,,,neutral,neutral
8.05E+17, ,,,neutral,neutral
8.05E+17, ,,,neutral,neutral
8.05E+17, ,,,neutral,neutral
8.05E+17, am attaching hadees mubarik with more detail pictwittercombqumbir,attaching hadees mubarik detail pictwittercombqumbir,attaching hadees mubarik detail pictwittercombqumbir,neutral,neutral
8.05E+17,last month pso was paid billion against the supplies the plants have sufficient stocks and pso is continuing supply pictwittercomlwvancsqv,last month pso paid billion supplies plants sufficient stocks pso continuing supply pictwittercomlwvancsqv,last month pso paid billion supplies plants sufficient stocks pso continuing supply pictwittercomlwvancsqv,neutral,neutral
8.04E+17, ,,,neutral,neutral
8.04E+17, ,,,neutral,neutral
8.04E+17,decision of panama will be decided by the court not by ik,decision panama decided court ik,decision panama decided court ik,neutral,neutral
8.04E+17,as per chronic habit ik has predicted decision of supreme court in his favour,per chronic habit ik predicted decision supreme court favour,per chronic habit ik predicted decision supreme court favour,neutral,positive
8.04E+17, ,,,neutral,neutral
8.04E+17, ,,,neutral,neutral
8.04E+17, ,,,neutral,neutral
8.04E+17, ,,,neutral,neutral
8.04E+17,laurel and hardy pictwittercomlcelvrcd,laurel hardy pictwittercomlcelvrcd,laurel hardy pictwittercomlcelvrcd,neutral,positive
8.04E+17,noni pa tay uncle sargham pictwittercomlrdlsmiete,noni pa tay uncle sargham pictwittercomlrdlsmiete,noni pa tay uncle sargham pictwittercomlrdlsmiete,neutral,neutral
8.04E+17,alif noon pictwittercombfwbbui,alif noon pictwittercombfwbbui,alif noon pictwittercombfwbbui,neutral,neutral
8.04E+17,kanani kalia pictwittercomiofkfjxn,kanani kalia pictwittercomiofkfjxn,kanani kalia pictwittercomiofkfjxn,neutral,neutral
8.04E+17,heckle and jeckle pictwittercomonsrhxaja,heckle jeckle pictwittercomonsrhxaja,heckle jeckle pictwittercomonsrhxaja,neutral,neutral
8.04E+17,bromance of the usual suspects pictwittercomyifourl,bromance usual suspects pictwittercomyifourl,bromance usual suspects pictwittercomyifourl,negative,negative
8.03E+17, ,,,neutral,neutral
8.03E+17, ,,,neutral,neutral
8.03E+17,there is shuttdown on kv line ahmedpur east to uch section for disc cleaning from hrs to hrskv grid st uch sharif is off,shuttdown kv line ahmedpur east uch section disc cleaning hrs hrskv grid st uch sharif,shuttdown kv line ahmedpur east uch section disc cleaning hrs hrskv grid st uch sharif,neutral,neutral
8.03E+17, ,,,neutral,neutral
8.02E+17,naye pakistan ka khab emoji grinning face ,naye pakistan ka khab emoji grinning face,naye pakistan ka khab emoji grinning face,neutral,positive
8.02E+17, ,,,neutral,neutral
8.02E+17, ,,,neutral,neutral
8.02E+17, ,,,neutral,neutral
8.01E+17,missing live coverage emoji grinning face ,missing live coverage emoji grinning face,missing live coverage emoji grinning face,negative,positive
8.01E+17,hangover ,hangover,hangover,neutral,neutral
8.01E+17, ,,,neutral,neutral
8.01E+17,thx and stay blessed ,thx stay blessed,Thank You stay blessed,neutral,positive
8.01E+17, ,,,neutral,neutral
8.01E+17, ,,,neutral,neutral
8.01E+17,thx butt sb ,thx butt sb,Thank You butt sb,neutral,positive
8.01E+17,jazakallah ,jazakallah,jazakallah,neutral,neutral
8.01E+17,shukria ,shukria,shukria,neutral,neutral
8.01E+17, ,,,neutral,neutral
8.00E+17,god bless ,god bless,god bless,neutral,positive
8.00E+17,thx ,thx,Thank You,neutral,positive
8.00E+17, ,,,neutral,neutral
8.00E+17, ,,,neutral,neutral
8.00E+17, ,,,neutral,neutral
8.00E+17, ,,,neutral,neutral
7.99E+17, ,,,neutral,neutral
7.99E+17,in fact the decision of not attending session is political and moral suicide of imran khan,fact decision attending session political moral suicide imran khan,fact decision attending session political moral suicide imran khan,neutral,negative
7.99E+17,it is wilful try of imran khan to divide the nation on international event,wilful try imran khan divide nation international event,wilful try imran khan divide nation international event,neutral,neutral
7.99E+17,parliament is representatve of the whole nation not personal property of any party ik insulted nation by not attending js of parliament,parliament representatve whole nation personal property party ik insulted nation attending js parliament,parliament representatve whole nation personal property party ik insulted nation attending js parliament,positive,negative
7.99E+17,turkish president addressed the parliament as state guest not the guest of any political party,turkish president addressed parliament state guest guest political party,turkish president addressed parliament state guest guest political party,neutral,positive
7.99E+17,imran khan disappointed the nation by not attending joint session of the parliament,imran khan disappointed nation attending joint session parliament,imran khan disappointed nation attending joint session parliament,negative,negative
7.99E+17, ,,,neutral,neutral
7.99E+17, ,,,neutral,neutral
7.98E+17, ,,,neutral,neutral
7.98E+17, ,,,neutral,neutral
7.98E+17,today visited chamber of commercefaisalabad pictwittercomsybjgpws,today visited chamber commercefaisalabad pictwittercomsybjgpws,today visited chamber commercefaisalabad pictwittercomsybjgpws,neutral,neutral
7.98E+17, ,,,neutral,neutral
7.98E+17, ,,,neutral,neutral
7.98E+17, express deep grief sorrow over the sad demise of jhangir badar grt political worker may allah swt rest his soul in eternal peaceameen,express deep grief sorrow sad demise jhangir badar grt political worker may allah swt rest soul eternal peaceameen,express deep grief sorrow sad demise jhangir badar grt political worker may allah swt rest soul eternal peaceameen,negative,negative
7.98E+17, ,,,neutral,neutral
7.98E+17, ,,,neutral,neutral
7.98E+17, ,,,neutral,neutral
7.97E+17, ,,,neutral,neutral
7.97E+17,tum apni baynami jaidad ka hesab dou dakoo ,tum apni baynami jaidad ka hesab dou dakoo,tum apni baynami jaidad ka hesab dou dakoo,neutral,neutral
7.97E+17, ,,,neutral,neutral
7.97E+17, pictwittercomwvgcedrxe,pictwittercomwvgcedrxe,pictwittercomwvgcedrxe,neutral,neutral
7.97E+17,pa hun arram hy pictwittercomqdbgcbcv,pa hun arram hy pictwittercomqdbgcbcv,pa hun arram hy pictwittercomqdbgcbcv,neutral,neutral
7.97E+17,mr koi sharam ko haya ja doob kay mer ja pictwittercomggzvdeal,mr koi sharam ko haya ja doob kay mer ja pictwittercomggzvdeal,mr koi sharam ko haya ja doob kay mer ja pictwittercomggzvdeal,neutral,neutral
7.97E+17,ab tera kya banay ga kalia pictwittercommcquxxsyzu,ab tera kya banay ga kalia pictwittercommcquxxsyzu,ab tera kya banay ga kalia pictwittercommcquxxsyzu,neutral,neutral
7.97E+17, ,,,neutral,neutral
7.96E+17, ,,,neutral,neutral
7.96E+17, ,,,neutral,neutral
7.96E+17, pictwittercomfamaluwl,pictwittercomfamaluwl,pictwittercomfamaluwl,neutral,neutral
7.96E+17, ,,,neutral,neutral
7.96E+17, ,,,neutral,neutral
7.95E+17, ,,,neutral,neutral
7.95E+17, kpk ,kpk,kpk,neutral,neutral
7.95E+17, ,,,neutral,neutral
7.95E+17, ,,,neutral,neutral
7.94E+17, ,,,neutral,neutral
7.94E+17,thx ,thx,Thank You,neutral,positive
7.94E+17,international wind energy submit at marriot karachi pictwittercomorollven,international wind energy submit marriot karachi pictwittercomorollven,international wind energy submit marriot karachi pictwittercomorollven,neutral,positive
7.94E+17,sheikh rashid committee chowk pe imran khan ka intizar kar rahe hien emoji grinning face pictwittercomagcamgn,sheikh rashid committee chowk pe imran khan ka intizar kar rahe hien emoji grinning face pictwittercomagcamgn,sheikh rashid committee chowk pe imran khan ka intizar kar rahe hien emoji grinning face pictwittercomagcamgn,neutral,positive
7.94E+17, pictwittercomtoydadbf,pictwittercomtoydadbf,pictwittercomtoydadbf,neutral,neutral
7.94E+17, ,,,neutral,neutral
7.94E+17, ,,,neutral,neutral
7.94E+17,inshallah ,inshallah,inshallah,neutral,neutral
7.94E+17, pictwittercomcyhavpwvor,pictwittercomcyhavpwvor,pictwittercomcyhavpwvor,neutral,neutral
7.94E+17, ,,,neutral,neutral
7.94E+17,badami sb app ko koi or kaam nahi hay ,badami sb app ko koi kaam nahi hay,badami sb app ko koi kaam nahi hay,neutral,neutral
7.94E+17, ,,,neutral,neutral
7.94E+17,not but million people attended tsunami julsa today pictwittercomjtaoxlavx,million people attended tsunami julsa today pictwittercomjtaoxlavx,million people attended tsunami julsa today pictwittercomjtaoxlavx,neutral,neutral
7.94E+17,ijaz choudary bringing people from lahore emoji grinning face pictwittercomkqoyctkdc,ijaz choudary bringing people lahore emoji grinning face pictwittercomkqoyctkdc,ijaz choudary bringing people lahore emoji grinning face pictwittercomkqoyctkdc,neutral,positive
7.94E+17, logoff ,logoff,logoff,neutral,neutral
7.94E+17,bilal ahmad so allah ditta emoji grinning face ,bilal ahmad allah ditta emoji grinning face,bilal ahmad allah ditta emoji grinning face,neutral,positive
7.94E+17,congrats ,congrats,congrats,neutral,positive
